lang,topic,topic_in_English
gl,Dr. Mario,Dr. Mario
ast,Dr. Mario,Dr. Mario
lld,Dr. Mario,Dr. Mario
pa,ਡਾ. ਮਾਰੀਓ,Dr. Mario
wuu,马里奥医生,Dr. Mario
en,Chiptune,Chiptune
ja,チップチューン,Chiptune
ru,Чиптюн,Chiptune
es,Chiptune,Chiptune
fr,Chiptune,Chiptune
zh,芯片音乐,Chiptune
it,Chiptune,Chiptune
de,Chiptune,Chiptune
pt,Chiptune,Chiptune
pl,Chiptune,Chiptune
ko,칩튠,Chiptune
sv,Chipmusik,Chiptune
fi,Chiptune,Chiptune
nl,Chiptune,Chiptune
ca,8 bit,Chiptune
cs,Chiptune,Chiptune
tr,Chiptune,Chiptune
uk,Чиптюн,Chiptune
hu,Chiptune,Chiptune
hr,Chiptune,Chiptune
lt,Chiptune,Chiptune
no,Chipmusikk,Chiptune
sr,Чиптјун,Chiptune
is,Kubbatónlist,Chiptune
eo,Ĉiptuno,Chiptune
ia,Chiptune,Chiptune
en,Donkey Kong 3,Donkey Kong 3
ja,ドンキーコング3,Donkey Kong 3
es,Donkey Kong 3,Donkey Kong 3
it,Donkey Kong 3,Donkey Kong 3
de,Donkey Kong 3,Donkey Kong 3
ru,Donkey Kong 3,Donkey Kong 3
pt,Donkey Kong 3,Donkey Kong 3
fr,Donkey Kong 3,Donkey Kong 3
zh,大金刚3,Donkey Kong 3
nl,Donkey Kong 3,Donkey Kong 3
fi,Donkey Kong 3,Donkey Kong 3
sv,Donkey Kong 3,Donkey Kong 3
ko,동키콩 3,Donkey Kong 3
mn,Донки Конг 3,Donkey Kong 3
simple,Donkey Kong 3,Donkey Kong 3
arz,دونكى كونج 3,Donkey Kong 3
gl,Donkey Kong 3,Donkey Kong 3
lld,Donkey Kong 3,Donkey Kong 3
wuu,大金刚3,Donkey Kong 3
en,Treasure Island Dizzy,Treasure Island Dizzy
ru,Treasure Island Dizzy,Treasure Island Dizzy
es,Treasure Island Dizzy,Treasure Island Dizzy
lld,Treasure Island Dizzy,Treasure Island Dizzy
be-tarask,Treasure Island Dizzy,Treasure Island Dizzy
nl,Treasure Island Dizzy,Treasure Island Dizzy
en,The Bard's Tale (1985 video game),The Bard's Tale (1985 video game)
ja,バーズテイル,The Bard's Tale (1985 video game)
ru,The Bard’s Tale (1985),The Bard's Tale (1985 video game)
fr,The Bard's Tale: Tales of the Unknown,The Bard's Tale (1985 video game)
it,The Bard's Tale (videogioco 1985),The Bard's Tale (1985 video game)
fi,Tales of the Unknown: Volume I – The Bard’s Tale,The Bard's Tale (1985 video game)
br,The Bard's Tale (1985),The Bard's Tale (1985 video game)
lld,The Bard's Tale,The Bard's Tale (1985 video game)
arz,ث باردس تال,The Bard's Tale (1985 video game)
gl,The Bard's Tale (videoxogo de 1985),The Bard's Tale (1985 video game)
nl,"Tales of the Unknown, Volume I: The Bard's Tale",The Bard's Tale (1985 video game)
ro,The Bard's Tale (joc video din 1985),The Bard's Tale (1985 video game)
uz,The Bard's Tale,The Bard's Tale (1985 video game)
en,Shadow of the Beast,Shadow of the Beast
fr,Shadow of the Beast (homonymie),Shadow of the Beast
en,Tamagotchi,Tamagotchi
es,Tamagotchi,Tamagotchi
ja,たまごっち,Tamagotchi
ru,Тамагочи,Tamagotchi
fr,Tamagotchi,Tamagotchi
de,Tamagotchi,Tamagotchi
it,Tamagotchi,Tamagotchi
pt,Tamagotchi,Tamagotchi
zh,塔麻可吉,Tamagotchi
pl,Tamagotchi,Tamagotchi
fi,Tamagotchi,Tamagotchi
nl,Tamagotchi,Tamagotchi
sv,Tamagotchi,Tamagotchi
cs,Tamagoči,Tamagotchi
ko,다마고치,Tamagotchi
id,Tamagotchi,Tamagotchi
hu,Tamagoccsi,Tamagotchi
uk,Тамагочі,Tamagotchi
zh-yue,他媽哥池,Tamagotchi
el,Tamagotchi,Tamagotchi
no,Tamagotchi,Tamagotchi
ca,Tamagotchi,Tamagotchi
vi,Tamagotchi,Tamagotchi
da,Tamagotchi,Tamagotchi
bg,Тамагочи,Tamagotchi
tr,Tamagotchi,Tamagotchi
sk,Tamagoči,Tamagotchi
simple,Tamagotchi,Tamagotchi
sl,Tamagoči,Tamagotchi
sr,Тамагочи,Tamagotchi
et,Tamagotchi,Tamagotchi
lv,Tamagoči,Tamagotchi
eo,Tamagoĉi,Tamagotchi
wuu,塔麻可吉电子小鸡,Tamagotchi
be,Тамагочы,Tamagotchi
nn,Tamagotchi,Tamagotchi
ha,Tamagotchi,Tamagotchi
hy,Տամագոչի,Tamagotchi
ku,Tamagotchi,Tamagotchi
nds,Tamagotchi,Tamagotchi
en,Double Dragon,Double Dragon
ja,ダブルドラゴンシリーズ,Double Dragon
es,Double Dragon (serie),Double Dragon
zh,雙截龍系列,Double Dragon
de,Double Dragon,Double Dragon
fr,Double Dragon (série de jeux vidéo),Double Dragon
it,Double Dragon (serie),Double Dragon
pt,Double Dragon (série),Double Dragon
ko,더블 드래곤,Double Dragon
pl,Double Dragon (seria),Double Dragon
fi,Double Dragon,Double Dragon
sv,Double Dragon,Double Dragon
wuu,双截龙系列,Double Dragon
en,Sonic the Fighters,Sonic the Fighters
ja,ソニック・ザ・ファイターズ,Sonic the Fighters
es,Sonic the Fighters,Sonic the Fighters
ru,Sonic the Fighters,Sonic the Fighters
fr,Sonic the Fighters,Sonic the Fighters
pt,Sonic the Fighters,Sonic the Fighters
it,Sonic the Fighters,Sonic the Fighters
de,Sonic the Fighters,Sonic the Fighters
ko,소닉 더 파이터즈,Sonic the Fighters
fi,Sonic the Fighters,Sonic the Fighters
nl,Sonic the Fighters,Sonic the Fighters
tr,Sonic the Fighters,Sonic the Fighters
arz,سونيك ذا فايترز,Sonic the Fighters
uk,Sonic the Fighters,Sonic the Fighters
lld,Sonic the Fighters,Sonic the Fighters
en,Galatea (video game),Galatea (video game)
en,Final Fight 2,Final Fight 2
ja,ファイナルファイト2,Final Fight 2
zh,快打旋风2,Final Fight 2
es,Final Fight 2,Final Fight 2
pt,Final Fight 2,Final Fight 2
it,Final Fight 2,Final Fight 2
ru,Final Fight 2,Final Fight 2
fr,Final Fight 2,Final Fight 2
ko,파이널 파이트 2,Final Fight 2
fi,Final Fight 2,Final Fight 2
arz,فينال فيجت 2,Final Fight 2
sv,Final Fight 2,Final Fight 2
lld,Final Fight 2,Final Fight 2
wuu,快打旋风2,Final Fight 2
en,MediEvil (series),MediEvil (series)
it,MediEvil (serie),MediEvil (series)
pl,MediEvil (seria),MediEvil (series)
cs,MediEvil,MediEvil (series)
en,X-COM: Alliance,X-COM: Alliance
ru,X-COM: Alliance,X-COM: Alliance
en,Star Fox: Assault,Star Fox: Assault
ja,スターフォックス アサルト,Star Fox: Assault
es,Star Fox: Assault,Star Fox: Assault
fr,Star Fox: Assault,Star Fox: Assault
ru,Star Fox: Assault,Star Fox: Assault
it,Star Fox: Assault,Star Fox: Assault
fi,Star Fox: Assault,Star Fox: Assault
sv,Star Fox: Assault,Star Fox: Assault
ko,스타폭스 어썰트,Star Fox: Assault
simple,Star Fox: Assault,Star Fox: Assault
lld,Star Fox: Assault,Star Fox: Assault
en,Sorcerer (video game),Sorcerer (video game)
de,Sorcerer (Computerspiel),Sorcerer (video game)
fr,Sorcerer (jeu vidéo),Sorcerer (video game)
lld,Sorcerer,Sorcerer (video game)
en,Calgary-North West,Calgary-North West
fr,Calgary-Nord-Ouest,Calgary-North West
en,Street Fighter II V,Street Fighter II V
ja,ストリートファイターII V,Street Fighter II V
pt,Street Fighter II V,Street Fighter II V
es,Street Fighter II-V,Street Fighter II V
ru,Street Fighter (экранизации аниме),Street Fighter II V
it,Street Fighter II V,Street Fighter II V
fr,Street Fighter 2 V,Street Fighter II V
zh,Street Fighter II V,Street Fighter II V
de,Street Fighter II V,Street Fighter II V
fi,Street Fighter II V,Street Fighter II V
sv,Street Fighter II V,Street Fighter II V
en,Circuit's Edge,Circuit's Edge
fr,Circuit's Edge,Circuit's Edge
lld,Circuit's Edge,Circuit's Edge
en,John Madden Football '93,John Madden Football '93
it,John Madden Football 93,John Madden Football '93
fr,John Madden Football '93,John Madden Football '93
