lang,topic,topic_in_English
de,Mario Party (Computerspiel),Mario Party (video game)
fi,Mario Party,Mario Party (video game)
zh,马力欧派对,Mario Party (video game)
zh-yue,馬利奧派對,Mario Party (video game)
ko,마리오 파티 (비디오 게임),Mario Party (video game)
pl,Mario Party (gra komputerowa),Mario Party (video game)
th,มาริโอปาร์ตี (วิดีโอเกม),Mario Party (video game)
tr,Mario Party (video oyunu),Mario Party (video game)
vi,Mario Party (trò chơi điện tử),Mario Party (video game)
nn,Dataspelet Mario Party,Mario Party (video game)
no,Mario Party (videospill),Mario Party (video game)
simple,Mario Party (video game),Mario Party (video game)
lld,Mario Party,Mario Party (video game)
wuu,马里奥派对,Mario Party (video game)
arz,ماريو بارتى,Mario Party (video game)
en,SimCity 3000,SimCity 3000
ja,シムシティ3000,SimCity 3000
ru,SimCity 3000,SimCity 3000
de,SimCity 3000,SimCity 3000
es,SimCity 3000,SimCity 3000
fr,SimCity 3000,SimCity 3000
pl,SimCity 3000,SimCity 3000
zh,模拟城市3000,SimCity 3000
pt,SimCity 3000,SimCity 3000
it,SimCity 3000,SimCity 3000
nl,SimCity 3000,SimCity 3000
sv,Simcity 3000,SimCity 3000
fi,SimCity 3000,SimCity 3000
ko,심시티 3000,SimCity 3000
cs,SimCity 3000,SimCity 3000
tr,SimCity 3000,SimCity 3000
ca,SimCity 3000,SimCity 3000
vi,SimCity 3000,SimCity 3000
no,SimCity 3000,SimCity 3000
arz,سيمسيتى 30,SimCity 3000
lld,SimCity 3000,SimCity 3000
ms,SimCity 3000,SimCity 3000
en,Namco,Namco
ru,Namco,Namco
es,Namco,Namco
zh,南梦宫,Namco
fr,Namco,Namco
it,Namco,Namco
pt,Namco,Namco
de,Namco,Namco
pl,Namco,Namco
vi,Namco,Namco
ko,남코,Namco
zh-yue,南夢宮,Namco
tr,Namco,Namco
nl,Namco (computerspelbedrijf),Namco
id,Namco,Namco
fi,Namco,Namco
wuu,南梦宫,Namco
sv,Namco,Namco
uk,Namco,Namco
simple,Namco,Namco
th,นัมโค,Namco
da,Namco,Namco
no,Namco,Namco
ro,Namco,Namco
hr,Namco,Namco
ast,Namco,Namco
ca,Namco,Namco
eu,Namco,Namco
gl,Namco,Namco
jv,Namco,Namco
is,Namco,Namco
mn,Намко,Namco
ms,Namco,Namco
sco,Namco,Namco
arz,نامكو,Namco
azb,نامکو,Namco
en,Uplink (video game),Uplink (video game)
ru,Uplink (игра),Uplink (video game)
de,Uplink (Computerspiel),Uplink (video game)
it,Uplink (videogioco),Uplink (video game)
fr,Uplink (jeu vidéo),Uplink (video game)
pl,Uplink (gra komputerowa),Uplink (video game)
es,Uplink,Uplink (video game)
tr,Uplink (video oyunu),Uplink (video game)
sv,Uplink,Uplink (video game)
zh,黑客精英,Uplink (video game)
fi,Uplink,Uplink (video game)
nl,Uplink: Hacker Elite,Uplink (video game)
da,Uplink,Uplink (video game)
arz,اپلينك,Uplink (video game)
ko,업링크 (비디오 게임),Uplink (video game)
lld,Uplink,Uplink (video game)
en,Farbrausch,Farbrausch
de,Farbrausch,Farbrausch
ru,Farbrausch,Farbrausch
fr,Farbrausch,Farbrausch
fi,Farbrausch,Farbrausch
cs,Farbrausch,Farbrausch
en,Wave Race,Wave Race
es,Wave Race,Wave Race
fr,Wave Race,Wave Race
it,Wave Race,Wave Race
fi,Wave Race,Wave Race
ca,Wave Race,Wave Race
lld,Wave Race,Wave Race
en,Excitebike 64,Excitebike 64
ja,エキサイトバイク64,Excitebike 64
es,Excitebike 64,Excitebike 64
fr,Excitebike 64,Excitebike 64
ru,Excitebike 64,Excitebike 64
pl,Excitebike 64,Excitebike 64
fi,Excitebike 64,Excitebike 64
ca,Excitebike 64,Excitebike 64
wuu,越野机车64,Excitebike 64
lld,Excitebike 64,Excitebike 64
simple,Excitebike 64,Excitebike 64
sv,Excitebike 64,Excitebike 64
arz,اكسيتيبيك 64,Excitebike 64
en,The Typing of the Dead,The Typing of the Dead
ru,The Typing of the Dead,The Typing of the Dead
zh,死亡鬼屋打字版,The Typing of the Dead
fr,The Typing of the Dead,The Typing of the Dead
it,The Typing of the Dead,The Typing of the Dead
vi,The Typing of the Dead,The Typing of the Dead
pl,The Typing of the Dead,The Typing of the Dead
sv,The Typing of the Dead,The Typing of the Dead
ca,The Typing of the Dead,The Typing of the Dead
lld,The Typing of the Dead,The Typing of the Dead
en,Assassin (game),Assassin (game)
nl,Gotcha (spel),Assassin (game)
es,Asesino (juego),Assassin (game)
fr,Jeu des assassins,Assassin (game)
it,Killer (gioco di ruolo),Assassin (game)
de,Killer (Rollenspiel),Assassin (game)
en,Truxton (video game),Truxton (video game)
ja,TATSUJIN,Truxton (video game)
it,Truxton (videogioco),Truxton (video game)
fr,Truxton,Truxton (video game)
ru,Truxton,Truxton (video game)
pl,Truxton (gra komputerowa),Truxton (video game)
pt,Truxton (jogo eletrônico),Truxton (video game)
ko,타츠진,Truxton (video game)
sv,Truxton,Truxton (video game)
lld,Truxton,Truxton (video game)
en,Streets of Rage (video game),Streets of Rage (video game)
ru,Streets of Rage,Streets of Rage (video game)
fr,Streets of Rage (jeu vidéo),Streets of Rage (video game)
pt,Streets of Rage (jogo eletrônico),Streets of Rage (video game)
it,Streets of Rage,Streets of Rage (video game)
es,Streets of Rage (videojuego),Streets of Rage (video game)
zh,怒之铁拳 (游戏),Streets of Rage (video game)
de,Streets of Rage (Computerspiel),Streets of Rage (video game)
tr,Streets of Rage (video oyunu),Streets of Rage (video game)
fi,Streets of Rage,Streets of Rage (video game)
pl,Streets of Rage,Streets of Rage (video game)
ko,베어 너클: 분노의 철권,Streets of Rage (video game)
az,"Streets of Rage (video oyun, 1991)",Streets of Rage (video game)
nl,Streets of Rage,Streets of Rage (video game)
simple,Streets of Rage (video game),Streets of Rage (video game)
arz,ستريتس اوف راج,Streets of Rage (video game)
lld,Streets of Rage,Streets of Rage (video game)
lt,Streets of Rage,Streets of Rage (video game)
sv,Streets of Rage (datorspel),Streets of Rage (video game)
en,Crystal Caves,Crystal Caves
de,Crystal Caves (Computerspiel),Crystal Caves
it,Crystal Caves,Crystal Caves
arz,كريستال كاڤيس,Crystal Caves
lld,Crystal Caves,Crystal Caves
en,Steam (service),Steam (service)
ru,Steam,Steam (service)
es,Steam,Steam (service)
de,Steam,Steam (service)
pt,Steam,Steam (service)
ja,Steam,Steam (service)
zh,Steam,Steam (service)
fr,Steam,Steam (service)
uk,Steam,Steam (service)
it,Steam (informatica),Steam (service)
tr,Steam,Steam (service)
pl,Steam,Steam (service)
id,Steam,Steam (service)
ko,스팀 (서비스),Steam (service)
fi,Steam,Steam (service)
cs,Steam,Steam (service)
th,สตีม (ซอฟต์แวร์),Steam (service)
hu,Steam,Steam (service)
nl,Steam (dienst),Steam (service)
el,Steam,Steam (service)
vi,Steam (phần mềm),Steam (service)
ro,Steam,Steam (service)
sk,Steam (program),Steam (service)
sv,Steam (datorspelsteknik),Steam (service)
sr,Steam,Steam (service)
sq,Steam (shërbimi),Steam (service)
lt,Steam,Steam (service)
da,Steam,Steam (service)
bg,Steam,Steam (service)
hr,Steam,Steam (service)
bn,স্টিম,Steam (service)
ka,Steam (პროგრამა),Steam (service)
az,Steam,Steam (service)
no,Steam,Steam (service)
arz,ستيم,Steam (service)
ca,Steam,Steam (service)
sl,Steam,Steam (service)
lv,Steam,Steam (service)
ms,Steam,Steam (service)
et,Steam,Steam (service)
simple,Steam (service),Steam (service)
km,ស្ទីម (សេវាកម្ម),Steam (service)
gl,Steam,Steam (service)
hy,Steam,Steam (service)
be,Steam,Steam (service)
zh-yue,Steam,Steam (service)
so,Steam,Steam (service)
wuu,Steam,Steam (service)
be-tarask,Steam,Steam (service)
jv,Steam,Steam (service)
mg,Steam (serivisy),Steam (service)
sc,Steam (informatica),Steam (service)
sw,Steam (huduma),Steam (service)
is,Steam (hugbúnaður),Steam (service)
mk,Steam (софтвер),Steam (service)
ckb,ستیم,Steam (service)
eo,Steam,Steam (service)
my,Steam,Steam (service)
qu,Steam,Steam (service)
zh-min-nan,Steam,Steam (service)
af,Steam (Diens),Steam (service)
lld,Steam,Steam (service)
eu,Steam (zerbitzua),Steam (service)
lo,ສຕີມ (ຊອຟແວ),Steam (service)
nn,Steam,Steam (service)
br,Steam,Steam (service)
ia,Steam,Steam (service)
nds-nl,Steam (softwareplatförm),Steam (service)
en,Einhänder,Einhänder
ja,アインハンダー,Einhänder
es,Einhänder,Einhänder
de,Einhänder (Computerspiel),Einhänder
pt,Einhander,Einhänder
ru,Einhänder,Einhänder
fr,Einhänder,Einhänder
th,ไอน์แฮนเดอร์,Einhänder
lld,Einhänder,Einhänder
sv,Einhänder,Einhänder
en,Food Fight (video game),Food Fight (video game)
pt,Food Fight (jogo eletrônico),Food Fight (video game)
lld,Food Fight,Food Fight (video game)
en,HK-47,HK-47
ru,HK-47,HK-47
it,HK-47,HK-47
zh,HK-47 (星際大戰),HK-47
fi,HK-47,HK-47
cs,HK-47,HK-47
uk,HK-47,HK-47
en,Hitman: Codename 47,Hitman: Codename 47
ru,Hitman: Codename 47,Hitman: Codename 47
it,Hitman: Pagato per uccidere,Hitman: Codename 47
de,Hitman: Codename 47,Hitman: Codename 47
es,Hitman: Codename 47,Hitman: Codename 47
fr,Hitman : Tueur à gages,Hitman: Codename 47
ja,Hitman: Codename 47,Hitman: Codename 47
zh,杀手：代号47,Hitman: Codename 47
pl,Hitman: Codename 47,Hitman: Codename 47
pt,Hitman: Codename 47,Hitman: Codename 47
tr,Hitman: Codename 47,Hitman: Codename 47
uk,Hitman: Codename 47,Hitman: Codename 47
fi,Hitman: Codename 47,Hitman: Codename 47
th,ฮิตแมน: โคตเนม 47,Hitman: Codename 47
nl,Hitman: Codename 47,Hitman: Codename 47
hu,Hitman: Codename 47,Hitman: Codename 47
da,Hitman: Codename 47,Hitman: Codename 47
vi,Hitman: Codename 47,Hitman: Codename 47
lt,Hitman: Codename 47,Hitman: Codename 47
sv,Hitman: Codename 47,Hitman: Codename 47
ko,히트맨: 코드네임 47,Hitman: Codename 47
be,Hitman: Codename 47,Hitman: Codename 47
arz,هيتمان: كودينام 47,Hitman: Codename 47
eo,Hitman: Codename 47,Hitman: Codename 47
et,Hitman: Codename 47,Hitman: Codename 47
hy,Hitman: Codename 47,Hitman: Codename 47
lld,Hitman: Codename 47,Hitman: Codename 47
ml,ഹിറ്റ്മാൻ - കോഡ്നെയിം 47,Hitman: Codename 47
no,Hitman: Codename 47,Hitman: Codename 47
zh-yue,Hitman：殺手 47,Hitman: Codename 47
en,BloodRayne 2,BloodRayne 2
ru,BloodRayne 2,BloodRayne 2
de,BloodRayne 2,BloodRayne 2
es,BloodRayne 2,BloodRayne 2
pl,BloodRayne 2,BloodRayne 2
ja,ブラッドレイン2,BloodRayne 2
fr,BloodRayne 2 (jeu vidéo),BloodRayne 2
fi,BloodRayne 2,BloodRayne 2
ang,BloodRayne 2,BloodRayne 2
arz,بلودراين 2,BloodRayne 2
ro,BloodRayne 2,BloodRayne 2
az,BloodRayne 2,BloodRayne 2
lld,BloodRayne 2,BloodRayne 2
en,Codemasters,Codemasters
ru,Codemasters,Codemasters
de,Codemasters,Codemasters
fr,Codemasters,Codemasters
es,Codemasters,Codemasters
it,Codemasters,Codemasters
ja,コードマスターズ,Codemasters
pl,Codemasters,Codemasters
zh,Codemasters,Codemasters
pt,Codemasters,Codemasters
fi,Codemasters,Codemasters
sv,Codemasters,Codemasters
cs,Codemasters,Codemasters
tr,Codemasters,Codemasters
nl,Codemasters,Codemasters
hu,Codemasters,Codemasters
uk,Codemasters,Codemasters
id,Codemasters,Codemasters
sk,Codemasters,Codemasters
ko,코드마스터즈,Codemasters
ca,Codemasters,Codemasters
azb,کدمسترز,Codemasters
hy,Codemasters,Codemasters
arz,كودماسترز,Codemasters
be-tarask,Codemasters,Codemasters
lt,Codemasters,Codemasters
en,First-person shooter engine,First-person shooter engine
zh,第一人稱射擊遊戲引擎,First-person shooter engine
it,Motore grafico per sparatutto in prima persona,First-person shooter engine
zh-yue,第一身射擊遊戲引擎,First-person shooter engine
en,Killzone (video game),Killzone (video game)
ru,Killzone,Killzone (video game)
es,Killzone,Killzone (video game)
de,Killzone,Killzone (video game)
fr,Killzone (jeu vidéo),Killzone (video game)
pt,Killzone (jogo eletrônico),Killzone (video game)
it,Killzone,Killzone (video game)
pl,Killzone,Killzone (video game)
ja,KILLZONE,Killzone (video game)
nl,Killzone,Killzone (video game)
tr,Killzone,Killzone (video game)
fi,Killzone,Killzone (video game)
uk,Killzone,Killzone (video game)
sv,Killzone,Killzone (video game)
vi,Killzone,Killzone (video game)
ko,킬존 (비디오 게임),Killzone (video game)
ca,Killzone,Killzone (video game)
da,Killzone,Killzone (video game)
hr,Killzone,Killzone (video game)
lld,Killzone,Killzone (video game)
arz,كيلزون,Killzone (video game)
ast,Killzone,Killzone (video game)
mn,Killzone,Killzone (video game)
en,Irish Games Association,Irish Games Association
en,Mother 3,Mother 3
ja,MOTHER3,Mother 3
es,Mother 3,Mother 3
fr,Mother 3,Mother 3
ru,Mother 3,Mother 3
pt,Mother 3,Mother 3
it,Mother 3,Mother 3
zh,地球冒险3,Mother 3
ko,마더 3 (비디오 게임),Mother 3
pl,Mother 3,Mother 3
nl,Mother 3,Mother 3
fi,Mother 3,Mother 3
simple,Mother 3,Mother 3
tl,Mother 3,Mother 3
arz,الام 3,Mother 3
lld,Mother 3,Mother 3
en,Bang! (card game),Bang! (card game)
it,Bang! (gioco di carte),Bang! (card game)
ru,Бэнг!,Bang! (card game)
es,Bang! (juego),Bang! (card game)
cs,Bang! (karetní hra),Bang! (card game)
fr,Bang! (jeu de cartes),Bang! (card game)
zh,砰！,Bang! (card game)
sk,Bang!,Bang! (card game)
de,Bang!,Bang! (card game)
hu,Bang!,Bang! (card game)
ko,뱅! (카드 게임),Bang! (card game)
pl,Bang! (gra),Bang! (card game)
simple,Bang!,Bang! (card game)
ca,Bang!,Bang! (card game)
zh-yue,Bang!,Bang! (card game)
en,Deadly Towers,Deadly Towers
ja,魔鐘,Deadly Towers
fr,Deadly Towers,Deadly Towers
it,Deadly Towers,Deadly Towers
zh,魔钟,Deadly Towers
wuu,魔钟,Deadly Towers
lld,Deadly Towers,Deadly Towers
sv,Deadly Towers,Deadly Towers
en,Civilization II: Test of Time,Civilization II: Test of Time
ru,Civilization II: Test of Time,Civilization II: Test of Time
fr,Civilization II: Test of Time,Civilization II: Test of Time
it,Civilization II: Test of Time,Civilization II: Test of Time
pl,Civilization II: Test of Time,Civilization II: Test of Time
nl,Civilization II: Test of Time,Civilization II: Test of Time
tr,Civilization II: Test of Time,Civilization II: Test of Time
pt,Civilization II: Test of Time,Civilization II: Test of Time
sh,Civilization II: Test of Time,Civilization II: Test of Time
uk,Civilization II: Test of Time,Civilization II: Test of Time
en,NASCAR: Dirt to Daytona,NASCAR: Dirt to Daytona
pt,NASCAR: Dirt to Daytona,NASCAR: Dirt to Daytona
lld,NASCAR: Dirt to Daytona,NASCAR: Dirt to Daytona
nl,NASCAR: Dirt to Daytona,NASCAR: Dirt to Daytona
en,Brain Age: Train Your Brain in Minutes a Day!,Brain Age: Train Your Brain in Minutes a Day!
ja,脳を鍛える大人のDSトレーニング,Brain Age: Train Your Brain in Minutes a Day!
de,Dr. Kawashimas Gehirn-Jogging,Brain Age: Train Your Brain in Minutes a Day!
fr,Programme d'entraînement cérébral du Dr Kawashima : Quel âge a votre cerveau ?,Brain Age: Train Your Brain in Minutes a Day!
es,Brain Training del Dr. Kawashima ¿Cuántos años tiene tu cerebro?,Brain Age: Train Your Brain in Minutes a Day!
it,Brain Training del Dr. Kawashima: Quanti anni ha il tuo cervello?,Brain Age: Train Your Brain in Minutes a Day!
zh,東北大學未來科學技術共同研究中心川島隆太教授監修 大人的DS腦力鍛鍊,Brain Age: Train Your Brain in Minutes a Day!
simple,Dr. Kawashima's Brain Training: How Old Is Your Brain?,Brain Age: Train Your Brain in Minutes a Day!
ca,Dr Kawashima's Brain Training: How Old Is Your Brain?,Brain Age: Train Your Brain in Minutes a Day!
ko,매일매일 DS 두뇌 트레이닝,Brain Age: Train Your Brain in Minutes a Day!
nl,Dr. Kawashima's Brain Training: Hoe oud is jouw brein?,Brain Age: Train Your Brain in Minutes a Day!
ro,Brain Age,Brain Age: Train Your Brain in Minutes a Day!
arz,براين اجي: تراين يور براين اين مينوتيس اى داي!,Brain Age: Train Your Brain in Minutes a Day!
eu,Brain Age: Train Your Brain in Minutes a Day!,Brain Age: Train Your Brain in Minutes a Day!
fi,Dr. Kawashima’s Brain Training: How Old Is Your Brain?,Brain Age: Train Your Brain in Minutes a Day!
da,Dr. Kawashima's Brain Training: How Old Is Your Brain?,Brain Age: Train Your Brain in Minutes a Day!
id,Brain Age: Train Your Brain in Minutes a Day!,Brain Age: Train Your Brain in Minutes a Day!
is,Dr. Kawashima's Brain Training: How Old Is Your Brain?,Brain Age: Train Your Brain in Minutes a Day!
lld,Brain Age: Train Your Brain in Minutes a Day!,Brain Age: Train Your Brain in Minutes a Day!
nn,Dr. Kawashima's Brain Training: How Old Is Your Brain?,Brain Age: Train Your Brain in Minutes a Day!
no,Dr. Kawashima’s Brain Training: How Old Is Your Brain?,Brain Age: Train Your Brain in Minutes a Day!
uk,Brain Age: Train Your Brain in Minutes a Day!,Brain Age: Train Your Brain in Minutes a Day!
sv,Dr. Kawashima's Brain Training: How Old Is Your Brain?,Brain Age: Train Your Brain in Minutes a Day!
en,The Corporate Machine,The Corporate Machine
mr,द कॉर्पोरेट मशीन,The Corporate Machine
arz,ث كورپورات ماكين,The Corporate Machine
lld,The Corporate Machine,The Corporate Machine
en,Carrier (video game),Carrier (video game)
es,Carrier (videojuego),Carrier (video game)
en,Atlantis (video game),Atlantis (video game)
de,"Atlantis (Computerspiel, 1982)",Atlantis (video game)
fr,"Atlantis (jeu vidéo, 1982)",Atlantis (video game)
lld,Atlantis,Atlantis (video game)
en,Grand Prix 4,Grand Prix 4
it,Grand Prix 4,Grand Prix 4
es,Grand Prix 4,Grand Prix 4
fr,Grand Prix 4,Grand Prix 4
fi,Grand Prix 4,Grand Prix 4
pl,Grand Prix 4,Grand Prix 4
de,Grand Prix 4,Grand Prix 4
pt,Grand Prix 4,Grand Prix 4
lld,Grand Prix 4,Grand Prix 4
en,Beautiful Game Studios,Beautiful Game Studios
fr,Beautiful Game Studios,Beautiful Game Studios
it,Beautiful Game Studios,Beautiful Game Studios
zh,Beautiful Game Studios,Beautiful Game Studios
no,Beautiful Game Studios,Beautiful Game Studios
pt,Beautiful Game Studios,Beautiful Game Studios
en,Rise 2: Resurrection,Rise 2: Resurrection
de,Rise 2: Resurrection,Rise 2: Resurrection
fr,Rise 2: Resurrection,Rise 2: Resurrection
arz,صعود 2: القيامه,Rise 2: Resurrection
en,Magic Realm,Magic Realm
en,Xseed Games,Xseed Games
es,Xseed Games,Xseed Games
fr,Marvelous USA,Xseed Games
de,Xseed Games,Xseed Games
vi,Xseed Games,Xseed Games
ko,엑시드 게임스,Xseed Games
hu,Marvelous USA,Xseed Games
it,Marvelous USA,Xseed Games
id,Xseed Games,Xseed Games
azb,اکسید قئیمز,Xseed Games
es,Mitos y Leyendas (juego de cartas),Myths and Legends
en,Myths and Legends,Myths and Legends
en,Knightmare (1986 video game),Knightmare (1986 video game)
ja,魔城伝説,Knightmare (1986 video game)
fr,Knightmare (jeu vidéo),Knightmare (1986 video game)
es,Knightmare (videojuego de 1986),Knightmare (1986 video game)
ru,"Knightmare (игра, 1986)",Knightmare (1986 video game)
nl,Knightmare (MSX),Knightmare (1986 video game)
lld,Knightmare,Knightmare (1986 video game)
en,New Game Plus,New Game Plus
ja,強くてニューゲーム,New Game Plus
ru,Новая игра плюс,New Game Plus
fr,New Game Plus,New Game Plus
es,Nueva partida+,New Game Plus
zh,二周目,New Game Plus
pl,Nowa gra plus,New Game Plus
zh-yue,二周目,New Game Plus
en,Brute Force (video game),Brute Force (video game)
fr,Brute Force (jeu vidéo),Brute Force (video game)
pl,Brute Force,Brute Force (video game)
lld,Brute Force,Brute Force (video game)
en,Tecmo Cup Football Game,Tecmo Cup Football Game
en,SOS (arcade game),SOS (arcade game)
lld,SOS,SOS (arcade game)
en,Fun House (video game),Fun House (video game)
lld,Fun House,Fun House (video game)
en,Desert Commander,Desert Commander
ja,戦車戦略 砂漠の狐,Desert Commander
lld,Desert Commander,Desert Commander
en,Purble Place,Purble Place
ru,Purble Place,Purble Place
it,Purble Place,Purble Place
pt,Purble Place,Purble Place
tr,Purble Place,Purble Place
de,Purble Place,Purble Place
ja,Purble Place,Purble Place
zh,Purble Place,Purble Place
uk,Purble Place,Purble Place
simple,Purble Place,Purble Place
el,Purble Place,Purble Place
ms,Purble Place,Purble Place
th,เพอร์เบิลแพลซ,Purble Place
vi,Purble Place,Purble Place
ko,퍼블 플레이스,Purble Place
fi,Purble Place,Purble Place
bg,Purble Place,Purble Place
en,Evil Dead: A Fistful of Boomstick,Evil Dead: A Fistful of Boomstick
ru,Evil Dead: A Fistful of Boomstick,Evil Dead: A Fistful of Boomstick
it,Evil Dead: A Fistful of Boomstick,Evil Dead: A Fistful of Boomstick
fr,Evil Dead: A Fistful of Boomstick,Evil Dead: A Fistful of Boomstick
fi,Evil Dead: A Fistful of Boomstick,Evil Dead: A Fistful of Boomstick
id,Evil Dead: A Fistful of Boomstick,Evil Dead: A Fistful of Boomstick
lld,Evil Dead: A Fistful of Boomstick,Evil Dead: A Fistful of Boomstick
en,The King of Fighters 2001,The King of Fighters 2001
es,The King of Fighters 2001,The King of Fighters 2001
pt,The King of Fighters 2001,The King of Fighters 2001
zh,拳皇2001,The King of Fighters 2001
fr,The King of Fighters 2001,The King of Fighters 2001
ko,더 킹 오브 파이터즈 2001,The King of Fighters 2001
it,The King of Fighters 2001,The King of Fighters 2001
sv,The King of Fighters 2001,The King of Fighters 2001
wuu,拳皇2001,The King of Fighters 2001
lld,The King of Fighters 2001,The King of Fighters 2001
en,Ed Krynski,Ed Krynski
it,Ed Krynski,Ed Krynski
mg,Ed Krynski,Ed Krynski
en,Champions of Krynn,Champions of Krynn
de,Champions of Krynn,Champions of Krynn
it,Champions of Krynn,Champions of Krynn
fr,Champions of Krynn,Champions of Krynn
lld,Champions of Krynn,Champions of Krynn
fr,Les Fourmis (Werber),Empire of the Ants (novel)
en,Empire of the Ants (novel),Empire of the Ants (novel)
ru,Муравьи (роман),Empire of the Ants (novel)
ko,개미 (소설),Empire of the Ants (novel)
es,Las hormigas,Empire of the Ants (novel)
uk,Мурахи (роман),Empire of the Ants (novel)
ro,Furnicile,Empire of the Ants (novel)
ka,ჭიანჭველები (რომანი),Empire of the Ants (novel)
az,Qarışqalar (roman),Empire of the Ants (novel)
cs,Mravenci (kniha),Empire of the Ants (novel)
fi,Muurahaiset (romaani),Empire of the Ants (novel)
ru,Дальнобойщики 3: Покорение Америки,Rig 'n' Roll
en,Rig 'n' Roll,Rig 'n' Roll
uk,Далекобійники 3: Підкорення Америки,Rig 'n' Roll
lld,Rig 'n' Roll,Rig 'n' Roll
sv,Rig N Roll,Rig 'n' Roll
en,Go! Sudoku,Go! Sudoku
ja,カズオ,Go! Sudoku
lld,Go! Sudoku,Go! Sudoku
sv,Go! Sudoku,Go! Sudoku
ja,スーパーロボット大戦α外伝,Super Robot Wars Alpha Gaiden
en,Super Robot Wars Alpha Gaiden,Super Robot Wars Alpha Gaiden
zh,超級機器人大戰α外傳,Super Robot Wars Alpha Gaiden
it,Super Robot Wars Alpha Gaiden,Super Robot Wars Alpha Gaiden
en,Arkanoid Returns,Arkanoid Returns
it,Arkanoid Returns,Arkanoid Returns
fr,Arkanoid Returns,Arkanoid Returns
es,Arkanoid Returns,Arkanoid Returns
zh-yue,快打磚塊回歸,Arkanoid Returns
lld,Arkanoid Returns,Arkanoid Returns
en,Koala Lumpur: Journey to the Edge,Koala Lumpur: Journey to the Edge
lld,Koala Lumpur: Journey to the Edge,Koala Lumpur: Journey to the Edge
en,Ninja Gaiden (2004 video game),Ninja Gaiden (2004 video game)
ja,NINJA GAIDEN,Ninja Gaiden (2004 video game)
ru,"Ninja Gaiden (игра, 2004)",Ninja Gaiden (2004 video game)
fr,"Ninja Gaiden (jeu vidéo, 2004)",Ninja Gaiden (2004 video game)
it,Ninja Gaiden (videogioco 2004),Ninja Gaiden (2004 video game)
pl,Ninja Gaiden (2004),Ninja Gaiden (2004 video game)
fi,Ninja Gaiden,Ninja Gaiden (2004 video game)
sv,Ninja Gaiden (2004),Ninja Gaiden (2004 video game)
sc,Ninja Gaiden (videojocu de su 2004),Ninja Gaiden (2004 video game)
en,Tetris 64,Tetris 64
ja,テトリス64,Tetris 64
es,Tetris 64,Tetris 64
pt,Tetris 64,Tetris 64
fr,Tetris 64,Tetris 64
zh,俄罗斯方块64,Tetris 64
ko,테트리스 64,Tetris 64
en,GTR 2 – FIA GT Racing Game,GTR 2 – FIA GT Racing Game
fr,GTR 2: FIA GT Racing Game,GTR 2 – FIA GT Racing Game
es,GTR 2: FIA GT Racing Game,GTR 2 – FIA GT Racing Game
fi,GTR 2 – FIA GT Racing Game,GTR 2 – FIA GT Racing Game
pl,GTR 2 – FIA GT Racing Game,GTR 2 – FIA GT Racing Game
